chr,start,end,state,median,integer_median,integer_copy_number,cell_id
14,1,93500000,2,0.5222358,1.0400948,1.0,SA501X4XB00794-A90703ABC-R14-C60
14,93500001,107500000,4,1.5321767,3.0515123,3.0,SA501X4XB00794-A90703ABC-R14-C60
15,1,58000000,3,0.98573,1.9631986,2.0,SA501X4XB00794-A90703ABC-R14-C60
15,58000001,67500000,4,1.7374792,3.4603966,3.0,SA501X4XB00794-A90703ABC-R14-C60
15,67500001,103000000,3,1.0652249,2.1215221,2.0,SA501X4XB00794-A90703ABC-R14-C60
16,1,15500000,7,2.2787923,4.5384861,5.0,SA501X4XB00794-A90703ABC-R14-C60
16,15500001,90500000,3,0.9921486,1.9759819,2.0,SA501X4XB00794-A90703ABC-R14-C60
17,1,41000000,2,0.5224276,1.0404767,1.0,SA501X4XB00794-A90703ABC-R14-C60
17,41000001,48000000,3,0.9612296,1.9144031,2.0,SA501X4XB00794-A90703ABC-R14-C60
17,48000001,81500000,4,1.5866282,3.1599589,3.0,SA501X4XB00794-A90703ABC-R14-C60
18,1,8000000,2,0.4925478,0.9809675,1.0,SA501X4XB00794-A90703ABC-R14-C60
18,8000001,56000000,3,1.0217583,2.0349533,2.0,SA501X4XB00794-A90703ABC-R14-C60
18,56000001,78500000,6,2.3730391,4.7261898,5.0,SA501X4XB00794-A90703ABC-R14-C60
19,1,59500000,3,0.9007465,1.7939438,2.0,SA501X4XB00794-A90703ABC-R14-C60
20,1,30000000,2,0.4933018,0.9824692,1.0,SA501X4XB00794-A90703ABC-R14-C60
20,30000001,63500000,3,0.9193856,1.8310658,2.0,SA501X4XB00794-A90703ABC-R14-C60
21,1,38500000,3,0.9586493,1.9092641,2.0,SA501X4XB00794-A90703ABC-R14-C60
21,38500001,48500000,2,0.612213,1.219295,1.0,SA501X4XB00794-A90703ABC-R14-C60
22,1,51500000,3,1.0536324,2.0984343,2.0,SA501X4XB00794-A90703ABC-R14-C60
X,1,155500000,2,0.4817832,0.9595285,1.0,SA501X4XB00794-A90703ABC-R14-C60
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R14-C60
1,1,249500000,3,1.0429259,2.0206463,2.0,SA501X4XB00794-A90703ABC-R15-C36
2,1,243500000,3,1.031775,1.9990418,2.0,SA501X4XB00794-A90703ABC-R15-C36
3,1,198500000,3,1.0394416,2.0138955,2.0,SA501X4XB00794-A90703ABC-R15-C36
4,1,191500000,3,1.0100876,1.9570227,2.0,SA501X4XB00794-A90703ABC-R15-C36
5,1,181000000,3,1.0346385,2.0045897,2.0,SA501X4XB00794-A90703ABC-R15-C36
6,1,171500000,3,1.0056769,1.9484771,2.0,SA501X4XB00794-A90703ABC-R15-C36
7,1,159500000,3,1.0129652,1.9625982,2.0,SA501X4XB00794-A90703ABC-R15-C36
8,1,146500000,3,1.0336135,2.0026036,2.0,SA501X4XB00794-A90703ABC-R15-C36
9,1,141500000,3,1.0452091,2.02507,2.0,SA501X4XB00794-A90703ABC-R15-C36
10,1,136000000,3,1.0327642,2.0009582,2.0,SA501X4XB00794-A90703ABC-R15-C36
11,1,135500000,3,1.0347709,2.0048463,2.0,SA501X4XB00794-A90703ABC-R15-C36
12,1,134000000,3,1.0562605,2.0464819,2.0,SA501X4XB00794-A90703ABC-R15-C36
13,1,115500000,3,1.019908,1.9760496,2.0,SA501X4XB00794-A90703ABC-R15-C36
14,1,107500000,3,1.0816911,2.0957531,2.0,SA501X4XB00794-A90703ABC-R15-C36
15,1,103000000,3,1.0858873,2.1038832,2.0,SA501X4XB00794-A90703ABC-R15-C36
16,1,90500000,3,0.970236,1.8798112,2.0,SA501X4XB00794-A90703ABC-R15-C36
17,1,81500000,3,0.9503726,1.8413263,2.0,SA501X4XB00794-A90703ABC-R15-C36
18,1,78500000,3,1.0102893,1.9574137,2.0,SA501X4XB00794-A90703ABC-R15-C36
19,1,59500000,3,0.9195911,1.7816878,2.0,SA501X4XB00794-A90703ABC-R15-C36
20,1,63500000,3,0.998371,1.9343221,2.0,SA501X4XB00794-A90703ABC-R15-C36
21,1,48500000,3,0.9868139,1.9119305,2.0,SA501X4XB00794-A90703ABC-R15-C36
22,1,51500000,3,1.0377591,2.0106357,2.0,SA501X4XB00794-A90703ABC-R15-C36
X,1,155500000,2,0.5040601,0.9766056,1.0,SA501X4XB00794-A90703ABC-R15-C36
Y,1,59500000,2,0.4389246,0.8504069,1.0,SA501X4XB00794-A90703ABC-R15-C36
1,1,12000000,2,0.5580034,1.0945354,1.0,SA501X4XB00794-A90703ABC-R15-C37
1,12000001,156000000,3,1.070393,2.0995986,2.0,SA501X4XB00794-A90703ABC-R15-C37
1,156000001,186000000,4,1.5349836,3.010903,3.0,SA501X4XB00794-A90703ABC-R15-C37
1,186000001,200500000,3,0.9831866,1.9285413,2.0,SA501X4XB00794-A90703ABC-R15-C37
1,200500001,249500000,4,1.4974244,2.9372297,3.0,SA501X4XB00794-A90703ABC-R15-C37
2,1,26500000,2,0.4865577,0.9543934,1.0,SA501X4XB00794-A90703ABC-R15-C37
2,26500001,50500000,3,1.058766,2.076792,2.0,SA501X4XB00794-A90703ABC-R15-C37
2,50500001,64000000,5,1.9685042,3.8612628,4.0,SA501X4XB00794-A90703ABC-R15-C37
2,64000001,160000000,3,0.9589722,1.8810443,2.0,SA501X4XB00794-A90703ABC-R15-C37
2,160000001,177500000,2,0.4899212,0.9609909,1.0,SA501X4XB00794-A90703ABC-R15-C37
2,177500001,243500000,3,1.0095218,1.9801985,2.0,SA501X4XB00794-A90703ABC-R15-C37
3,1,34500000,3,1.0820408,2.122446,2.0,SA501X4XB00794-A90703ABC-R15-C37
3,34500001,87000000,2,0.4900947,0.9613313,1.0,SA501X4XB00794-A90703ABC-R15-C37
3,87000001,114000000,3,1.0853784,2.1289928,2.0,SA501X4XB00794-A90703ABC-R15-C37
3,114000001,153000000,4,1.6036461,3.1455858,3.0,SA501X4XB00794-A90703ABC-R15-C37
3,153000001,180500000,5,2.1408041,4.1992328,4.0,SA501X4XB00794-A90703ABC-R15-C37
3,180500001,198500000,2,0.5369279,1.0531955,1.0,SA501X4XB00794-A90703ABC-R15-C37
4,1,70500000,2,0.5090534,0.998519,1.0,SA501X4XB00794-A90703ABC-R15-C37
4,70500001,134500000,3,0.9730647,1.908687,2.0,SA501X4XB00794-A90703ABC-R15-C37
4,134500001,151500000,4,1.5116471,2.9651279,3.0,SA501X4XB00794-A90703ABC-R15-C37
4,151500001,191500000,2,0.4884863,0.9581762,1.0,SA501X4XB00794-A90703ABC-R15-C37
5,1,54000000,3,0.985977,1.9340149,2.0,SA501X4XB00794-A90703ABC-R15-C37
5,54000001,127000000,2,0.4601086,0.9025128,1.0,SA501X4XB00794-A90703ABC-R15-C37
5,127000001,150500000,3,0.9859314,1.9339253,2.0,SA501X4XB00794-A90703ABC-R15-C37
5,150500001,181000000,2,0.4721521,0.9261364,1.0,SA501X4XB00794-A90703ABC-R15-C37
6,1,15000000,5,2.0362202,3.9940892,4.0,SA501X4XB00794-A90703ABC-R15-C37
6,15000001,38000000,4,1.414917,2.7753898,3.0,SA501X4XB00794-A90703ABC-R15-C37
6,38000001,78000000,3,1.0427221,2.0453216,2.0,SA501X4XB00794-A90703ABC-R15-C37
6,78000001,93500000,4,1.3666287,2.6806713,3.0,SA501X4XB00794-A90703ABC-R15-C37
6,93500001,116000000,6,2.5604287,5.0223354,5.0,SA501X4XB00794-A90703ABC-R15-C37
6,116000001,158000000,5,2.1118881,4.1425133,4.0,SA501X4XB00794-A90703ABC-R15-C37
6,158000001,171500000,2,0.5144007,1.0090079,1.0,SA501X4XB00794-A90703ABC-R15-C37
7,1,135500000,3,0.9661744,1.8951716,2.0,SA501X4XB00794-A90703ABC-R15-C37
7,135500001,159500000,2,0.5003879,0.9815216,1.0,SA501X4XB00794-A90703ABC-R15-C37
8,1,68000000,2,0.4197085,0.8232671,1.0,SA501X4XB00794-A90703ABC-R15-C37
8,68000001,77500000,7,3.5228668,6.910178,7.0,SA501X4XB00794-A90703ABC-R15-C37
8,77500001,93000000,3,1.0295028,2.0193916,2.0,SA501X4XB00794-A90703ABC-R15-C37
8,93000001,99500000,2,0.5385295,1.056337,1.0,SA501X4XB00794-A90703ABC-R15-C37
8,99500001,146500000,4,1.5488414,3.0380854,3.0,SA501X4XB00794-A90703ABC-R15-C37
9,1,141500000,3,1.0509958,2.0615506,2.0,SA501X4XB00794-A90703ABC-R15-C37
10,1,118500000,3,1.0350764,2.0303244,2.0,SA501X4XB00794-A90703ABC-R15-C37
10,118500001,136000000,2,0.4217087,0.8271905,1.0,SA501X4XB00794-A90703ABC-R15-C37
11,1,33500000,3,1.1369258,2.2301041,2.0,SA501X4XB00794-A90703ABC-R15-C37
11,33500001,46000000,4,1.6134456,3.1648079,3.0,SA501X4XB00794-A90703ABC-R15-C37
11,46000001,100500000,3,0.9760293,1.9145023,2.0,SA501X4XB00794-A90703ABC-R15-C37
11,100500001,135500000,2,0.5080908,0.996631,1.0,SA501X4XB00794-A90703ABC-R15-C37
12,1,48500000,3,1.04999,2.0595778,2.0,SA501X4XB00794-A90703ABC-R15-C37
12,48500001,69000000,2,0.4354185,0.8540826,1.0,SA501X4XB00794-A90703ABC-R15-C37
12,69000001,134000000,3,1.0223152,2.005293,2.0,SA501X4XB00794-A90703ABC-R15-C37
13,1,37000000,3,0.9434471,1.8505916,2.0,SA501X4XB00794-A90703ABC-R15-C37
13,37000001,86000000,2,0.5433734,1.0658385,1.0,SA501X4XB00794-A90703ABC-R15-C37
13,86000001,115500000,3,1.1428433,2.2417114,2.0,SA501X4XB00794-A90703ABC-R15-C37
14,1,92500000,2,0.4997176,0.9802066,1.0,SA501X4XB00794-A90703ABC-R15-C37
14,92500001,107500000,4,1.5603618,3.0606828,3.0,SA501X4XB00794-A90703ABC-R15-C37
15,1,103000000,3,1.0190345,1.9988579,2.0,SA501X4XB00794-A90703ABC-R15-C37
16,1,5500000,2,0.6743424,1.3227369,1.0,SA501X4XB00794-A90703ABC-R15-C37
16,5500001,15500000,7,2.8261869,5.5436257,6.0,SA501X4XB00794-A90703ABC-R15-C37
16,15500001,90500000,3,0.9732576,1.9090654,2.0,SA501X4XB00794-A90703ABC-R15-C37
17,1,41000000,2,0.516509,1.0131433,1.0,SA501X4XB00794-A90703ABC-R15-C37
17,41000001,81500000,4,1.3863814,2.7194165,3.0,SA501X4XB00794-A90703ABC-R15-C37
18,1,6500000,2,0.424841,0.8333347,1.0,SA501X4XB00794-A90703ABC-R15-C37
18,6500001,56000000,3,1.0196168,2.0,2.0,SA501X4XB00794-A90703ABC-R15-C37
18,56000001,78500000,6,2.5407956,4.9838246,5.0,SA501X4XB00794-A90703ABC-R15-C37
19,1,59500000,3,0.9039722,1.7731606,2.0,SA501X4XB00794-A90703ABC-R15-C37
20,1,30000000,2,0.4476338,0.8780433,1.0,SA501X4XB00794-A90703ABC-R15-C37
20,30000001,42500000,3,1.1352926,2.2269006,2.0,SA501X4XB00794-A90703ABC-R15-C37
20,42500001,51000000,2,0.5179833,1.0160352,1.0,SA501X4XB00794-A90703ABC-R15-C37
20,51000001,63500000,3,1.0734016,2.1055,2.0,SA501X4XB00794-A90703ABC-R15-C37
21,1,48500000,3,0.9010496,1.7674278,2.0,SA501X4XB00794-A90703ABC-R15-C37
22,1,51500000,3,1.0128755,1.9867768,2.0,SA501X4XB00794-A90703ABC-R15-C37
X,1,155500000,2,0.4969297,0.9747381,1.0,SA501X4XB00794-A90703ABC-R15-C37
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R15-C37
1,1,14000000,2,0.5468223,1.067396,1.0,SA501X4XB00794-A90703ABC-R15-C39
1,14000001,156000000,3,1.0245912,2.0,2.0,SA501X4XB00794-A90703ABC-R15-C39
1,156000001,249500000,4,1.558881,3.0429325,3.0,SA501X4XB00794-A90703ABC-R15-C39
2,1,26500000,2,0.5813349,1.1347646,1.0,SA501X4XB00794-A90703ABC-R15-C39
2,26500001,54000000,3,1.1208482,2.1878935,2.0,SA501X4XB00794-A90703ABC-R15-C39
2,54000001,64000000,6,2.3213792,4.5313274,5.0,SA501X4XB00794-A90703ABC-R15-C39
2,64000001,160000000,3,0.9884852,1.9295212,2.0,SA501X4XB00794-A90703ABC-R15-C39
2,160000001,177000000,2,0.4798245,0.9366165,1.0,SA501X4XB00794-A90703ABC-R15-C39
2,177000001,243500000,3,1.0587194,2.0666182,2.0,SA501X4XB00794-A90703ABC-R15-C39
3,1,34500000,3,1.0567417,2.0627577,2.0,SA501X4XB00794-A90703ABC-R15-C39
3,34500001,87000000,2,0.4901052,0.9566844,1.0,SA501X4XB00794-A90703ABC-R15-C39
3,87000001,114000000,3,1.0051432,1.9620374,2.0,SA501X4XB00794-A90703ABC-R15-C39
3,114000001,153000000,4,1.6229601,3.1680148,3.0,SA501X4XB00794-A90703ABC-R15-C39
3,153000001,180500000,5,2.0232096,3.949301,4.0,SA501X4XB00794-A90703ABC-R15-C39
3,180500001,198500000,2,0.5052408,0.9862289,1.0,SA501X4XB00794-A90703ABC-R15-C39
4,1,70500000,2,0.4584422,0.8948783,1.0,SA501X4XB00794-A90703ABC-R15-C39
4,70500001,136000000,3,0.9809704,1.9148522,2.0,SA501X4XB00794-A90703ABC-R15-C39
4,136000001,151500000,4,1.5847238,3.0933775,3.0,SA501X4XB00794-A90703ABC-R15-C39
4,151500001,191500000,2,0.5098812,0.9952871,1.0,SA501X4XB00794-A90703ABC-R15-C39
5,1,46000000,3,1.0677005,2.0841491,2.0,SA501X4XB00794-A90703ABC-R15-C39
5,46000001,127000000,2,0.4786555,0.9343345,1.0,SA501X4XB00794-A90703ABC-R15-C39
5,127000001,150500000,3,1.1288097,2.2034342,2.0,SA501X4XB00794-A90703ABC-R15-C39
5,150500001,181000000,2,0.5070103,0.9896831,1.0,SA501X4XB00794-A90703ABC-R15-C39
6,1,15500000,5,2.1839354,4.2630375,4.0,SA501X4XB00794-A90703ABC-R15-C39
6,15500001,34000000,4,1.6153961,3.1532498,3.0,SA501X4XB00794-A90703ABC-R15-C39
6,34000001,77000000,3,1.1003482,2.1478775,2.0,SA501X4XB00794-A90703ABC-R15-C39
6,77000001,93000000,4,1.4437927,2.8182804,3.0,SA501X4XB00794-A90703ABC-R15-C39
6,93000001,136000000,6,2.4392071,4.7613273,5.0,SA501X4XB00794-A90703ABC-R15-C39
6,136000001,158500000,5,2.1092158,4.117185,4.0,SA501X4XB00794-A90703ABC-R15-C39
6,158500001,171500000,2,0.5385562,1.0512606,1.0,SA501X4XB00794-A90703ABC-R15-C39
7,1,135500000,3,1.026042,2.0028318,2.0,SA501X4XB00794-A90703ABC-R15-C39
7,135500001,159500000,2,0.5321998,1.038853,1.0,SA501X4XB00794-A90703ABC-R15-C39
8,1,67500000,2,0.4982964,0.9726735,1.0,SA501X4XB00794-A90703ABC-R15-C39
8,67500001,78000000,7,3.8536445,7.5223062,8.0,SA501X4XB00794-A90703ABC-R15-C39
8,78000001,92500000,3,1.1122238,2.1710585,2.0,SA501X4XB00794-A90703ABC-R15-C39
8,92500001,100500000,2,0.5934902,1.1584917,1.0,SA501X4XB00794-A90703ABC-R15-C39
8,100500001,146500000,4,1.5750607,3.0745154,3.0,SA501X4XB00794-A90703ABC-R15-C39
9,1,78000000,3,1.016039,1.9833061,2.0,SA501X4XB00794-A90703ABC-R15-C39
9,78000001,86500000,4,1.6124857,3.1475688,3.0,SA501X4XB00794-A90703ABC-R15-C39
9,86500001,141500000,3,1.0668782,2.0825442,2.0,SA501X4XB00794-A90703ABC-R15-C39
10,1,118500000,3,1.0117376,1.9749098,2.0,SA501X4XB00794-A90703ABC-R15-C39
10,118500001,136000000,2,0.4874317,0.9514657,1.0,SA501X4XB00794-A90703ABC-R15-C39
11,1,33000000,3,1.1070354,2.1609309,2.0,SA501X4XB00794-A90703ABC-R15-C39
11,33000001,43500000,4,1.4639704,2.8576673,3.0,SA501X4XB00794-A90703ABC-R15-C39
11,43500001,100000000,3,1.067228,2.0832268,2.0,SA501X4XB00794-A90703ABC-R15-C39
11,100000001,135500000,2,0.5090305,0.9936265,1.0,SA501X4XB00794-A90703ABC-R15-C39
12,1,46500000,3,1.0270993,2.0048958,2.0,SA501X4XB00794-A90703ABC-R15-C39
12,46500001,68500000,2,0.4771066,0.9313111,1.0,SA501X4XB00794-A90703ABC-R15-C39
12,68500001,134000000,3,0.9980227,1.9481382,2.0,SA501X4XB00794-A90703ABC-R15-C39
13,1,39000000,3,0.9629373,1.8796516,2.0,SA501X4XB00794-A90703ABC-R15-C39
13,39000001,84500000,2,0.4794489,0.9358832,1.0,SA501X4XB00794-A90703ABC-R15-C39
13,84500001,115500000,3,0.9881868,1.9289385,2.0,SA501X4XB00794-A90703ABC-R15-C39
14,1,93500000,2,0.513794,1.0029248,1.0,SA501X4XB00794-A90703ABC-R15-C39
14,93500001,107500000,4,1.6962489,3.3110744,3.0,SA501X4XB00794-A90703ABC-R15-C39
15,1,57000000,3,1.0164013,1.9840132,2.0,SA501X4XB00794-A90703ABC-R15-C39
15,57000001,68000000,4,1.6226433,3.1673964,3.0,SA501X4XB00794-A90703ABC-R15-C39
15,68000001,103000000,3,1.019501,1.9900639,2.0,SA501X4XB00794-A90703ABC-R15-C39
16,1,6000000,2,0.5267052,1.0281274,1.0,SA501X4XB00794-A90703ABC-R15-C39
16,6000001,15500000,7,2.7937398,5.4533744,5.0,SA501X4XB00794-A90703ABC-R15-C39
16,15500001,90500000,3,0.9667583,1.8871102,2.0,SA501X4XB00794-A90703ABC-R15-C39
17,1,41000000,2,0.5050847,0.9859243,1.0,SA501X4XB00794-A90703ABC-R15-C39
17,41000001,81500000,4,1.4398709,2.8106251,3.0,SA501X4XB00794-A90703ABC-R15-C39
18,1,8000000,2,0.4679566,0.9134504,1.0,SA501X4XB00794-A90703ABC-R15-C39
18,8000001,26500000,3,1.0174273,1.9860159,2.0,SA501X4XB00794-A90703ABC-R15-C39
18,26500001,32500000,2,0.473128,0.9235449,1.0,SA501X4XB00794-A90703ABC-R15-C39
18,32500001,56000000,3,1.1390804,2.2234825,2.0,SA501X4XB00794-A90703ABC-R15-C39
18,56000001,78500000,6,2.5217282,4.9224082,5.0,SA501X4XB00794-A90703ABC-R15-C39
19,1,59500000,3,0.9706213,1.8946508,2.0,SA501X4XB00794-A90703ABC-R15-C39
20,1,30000000,2,0.5083849,0.9923663,1.0,SA501X4XB00794-A90703ABC-R15-C39
20,30000001,43000000,3,0.9294491,1.8142828,2.0,SA501X4XB00794-A90703ABC-R15-C39
20,43000001,50500000,2,0.477709,0.932487,1.0,SA501X4XB00794-A90703ABC-R15-C39
20,50500001,63500000,3,1.0963998,2.1401701,2.0,SA501X4XB00794-A90703ABC-R15-C39
21,1,39000000,3,1.0151764,1.9816222,2.0,SA501X4XB00794-A90703ABC-R15-C39
21,39000001,48500000,2,0.4309571,0.8412273,1.0,SA501X4XB00794-A90703ABC-R15-C39
22,1,51500000,3,1.1057226,2.1583683,2.0,SA501X4XB00794-A90703ABC-R15-C39
X,1,155500000,2,0.4948035,0.9658553,1.0,SA501X4XB00794-A90703ABC-R15-C39
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R15-C39
1,1,249500000,3,1.0585167,2.0757143,2.0,SA501X4XB00794-A90703ABC-R16-C03
2,1,243500000,3,1.0335666,2.026788,2.0,SA501X4XB00794-A90703ABC-R16-C03
3,1,198500000,3,1.0732022,2.104512,2.0,SA501X4XB00794-A90703ABC-R16-C03
4,1,191500000,3,1.0334322,2.0265244,2.0,SA501X4XB00794-A90703ABC-R16-C03
5,1,181000000,3,1.0524492,2.0638162,2.0,SA501X4XB00794-A90703ABC-R16-C03
6,1,171500000,3,1.0127887,1.9860432,2.0,SA501X4XB00794-A90703ABC-R16-C03
7,1,159500000,3,0.993385,1.9479933,2.0,SA501X4XB00794-A90703ABC-R16-C03
8,1,146500000,3,1.0464689,2.0520889,2.0,SA501X4XB00794-A90703ABC-R16-C03
9,1,141500000,3,1.0270233,2.0139568,2.0,SA501X4XB00794-A90703ABC-R16-C03
10,1,136000000,3,0.9935038,1.9482262,2.0,SA501X4XB00794-A90703ABC-R16-C03
11,1,135500000,3,1.034165,2.0279615,2.0,SA501X4XB00794-A90703ABC-R16-C03
12,1,134000000,3,1.0372368,2.0339852,2.0,SA501X4XB00794-A90703ABC-R16-C03
13,1,115500000,3,1.0112374,1.9830012,2.0,SA501X4XB00794-A90703ABC-R16-C03
14,1,107500000,3,1.0327447,2.0251762,2.0,SA501X4XB00794-A90703ABC-R16-C03
15,1,103000000,3,1.0090257,1.9786641,2.0,SA501X4XB00794-A90703ABC-R16-C03
16,1,90500000,3,0.9592968,1.8811476,2.0,SA501X4XB00794-A90703ABC-R16-C03
17,1,81500000,3,0.996567,1.954233,2.0,SA501X4XB00794-A90703ABC-R16-C03
18,1,78500000,3,1.0517402,2.0624258,2.0,SA501X4XB00794-A90703ABC-R16-C03
19,1,59500000,3,0.9450282,1.8531672,2.0,SA501X4XB00794-A90703ABC-R16-C03
20,1,63500000,3,1.0071911,1.9750665,2.0,SA501X4XB00794-A90703ABC-R16-C03
21,1,48500000,3,0.9918313,1.9449465,2.0,SA501X4XB00794-A90703ABC-R16-C03
22,1,51500000,3,0.9750688,1.9120758,2.0,SA501X4XB00794-A90703ABC-R16-C03
X,1,155500000,2,0.4774306,0.9362247,1.0,SA501X4XB00794-A90703ABC-R16-C03
Y,1,59500000,2,0.5068664,0.9939473,1.0,SA501X4XB00794-A90703ABC-R16-C03
1,1,249500000,3,1.0119716,1.9975372,2.0,SA501X4XB00794-A90703ABC-R17-C03
2,1,243500000,3,1.0385473,2.0499951,2.0,SA501X4XB00794-A90703ABC-R17-C03
3,1,198500000,3,1.0441666,2.061087,2.0,SA501X4XB00794-A90703ABC-R17-C03
4,1,191500000,3,1.0131415,1.9998465,2.0,SA501X4XB00794-A90703ABC-R17-C03
5,1,181000000,3,0.9990158,1.9719637,2.0,SA501X4XB00794-A90703ABC-R17-C03
6,1,171500000,3,1.031629,2.0363391,2.0,SA501X4XB00794-A90703ABC-R17-C03
7,1,159500000,3,0.9877027,1.9496327,2.0,SA501X4XB00794-A90703ABC-R17-C03
8,1,146500000,3,1.0299233,2.0329721,2.0,SA501X4XB00794-A90703ABC-R17-C03
9,1,141500000,3,1.0404472,2.0537453,2.0,SA501X4XB00794-A90703ABC-R17-C03
10,1,136000000,3,0.9916283,1.9573814,2.0,SA501X4XB00794-A90703ABC-R17-C03
11,1,135500000,3,1.0656673,2.1035274,2.0,SA501X4XB00794-A90703ABC-R17-C03
12,1,134000000,3,1.0411724,2.0551768,2.0,SA501X4XB00794-A90703ABC-R17-C03
13,1,115500000,3,1.0395749,2.0520236,2.0,SA501X4XB00794-A90703ABC-R17-C03
14,1,107500000,3,1.0045524,1.9828924,2.0,SA501X4XB00794-A90703ABC-R17-C03
15,1,103000000,3,1.0261416,2.0255074,2.0,SA501X4XB00794-A90703ABC-R17-C03
16,1,90500000,3,1.005853,1.9854597,2.0,SA501X4XB00794-A90703ABC-R17-C03
17,1,81500000,3,1.0065811,1.9868969,2.0,SA501X4XB00794-A90703ABC-R17-C03
18,1,78500000,3,1.0132971,2.0001535,2.0,SA501X4XB00794-A90703ABC-R17-C03
19,1,59500000,3,0.9457966,1.8669139,2.0,SA501X4XB00794-A90703ABC-R17-C03
20,1,63500000,3,0.9972849,1.9685469,2.0,SA501X4XB00794-A90703ABC-R17-C03
21,1,48500000,3,1.0572792,2.0869701,2.0,SA501X4XB00794-A90703ABC-R17-C03
22,1,51500000,3,1.0123338,1.9982521,2.0,SA501X4XB00794-A90703ABC-R17-C03
X,1,155500000,2,0.4816434,0.9507189,1.0,SA501X4XB00794-A90703ABC-R17-C03
Y,1,59500000,2,0.3677884,0.7259799,1.0,SA501X4XB00794-A90703ABC-R17-C03
1,1,12000000,2,0.4433295,0.8712016,1.0,SA501X4XB00794-A90703ABC-R17-C12
1,12000001,155000000,3,1.0267815,2.0177624,2.0,SA501X4XB00794-A90703ABC-R17-C12
1,155000001,249500000,4,1.5669932,3.0793503,3.0,SA501X4XB00794-A90703ABC-R17-C12
2,1,26000000,2,0.4822553,0.9476959,1.0,SA501X4XB00794-A90703ABC-R17-C12
2,26000001,50500000,3,1.0436066,2.0508259,2.0,SA501X4XB00794-A90703ABC-R17-C12
2,50500001,63500000,6,2.3951823,4.7068522,5.0,SA501X4XB00794-A90703ABC-R17-C12
2,63500001,161500000,3,0.9832492,1.9322156,2.0,SA501X4XB00794-A90703ABC-R17-C12
2,161500001,177000000,2,0.4969148,0.9765038,1.0,SA501X4XB00794-A90703ABC-R17-C12
2,177000001,243500000,3,1.037641,2.0391028,2.0,SA501X4XB00794-A90703ABC-R17-C12
3,1,35000000,3,1.1818074,2.3224089,2.0,SA501X4XB00794-A90703ABC-R17-C12
3,35000001,87000000,2,0.4849823,0.9530548,1.0,SA501X4XB00794-A90703ABC-R17-C12
3,87000001,114000000,3,0.9761371,1.9182395,2.0,SA501X4XB00794-A90703ABC-R17-C12
3,114000001,150000000,4,1.6041096,3.152289,3.0,SA501X4XB00794-A90703ABC-R17-C12
3,150000001,180500000,5,1.8523907,3.6401945,4.0,SA501X4XB00794-A90703ABC-R17-C12
3,180500001,198500000,2,0.478254,0.9398328,1.0,SA501X4XB00794-A90703ABC-R17-C12
4,1,70500000,2,0.4757026,0.9348189,1.0,SA501X4XB00794-A90703ABC-R17-C12
4,70500001,135000000,3,0.8929058,1.7546789,2.0,SA501X4XB00794-A90703ABC-R17-C12
4,135000001,151500000,4,1.5509656,3.047854,3.0,SA501X4XB00794-A90703ABC-R17-C12
4,151500001,191500000,2,0.4183638,0.8221405,1.0,SA501X4XB00794-A90703ABC-R17-C12
5,1,53500000,3,0.914768,1.797641,2.0,SA501X4XB00794-A90703ABC-R17-C12
5,53500001,127000000,2,0.4354282,0.8556745,1.0,SA501X4XB00794-A90703ABC-R17-C12
5,127000001,151000000,3,1.04493,2.0534266,2.0,SA501X4XB00794-A90703ABC-R17-C12
5,151000001,181000000,2,0.525044,1.0317814,1.0,SA501X4XB00794-A90703ABC-R17-C12
6,1,13500000,5,2.0226855,3.9748463,4.0,SA501X4XB00794-A90703ABC-R17-C12
6,13500001,31500000,4,1.3345219,2.6225134,3.0,SA501X4XB00794-A90703ABC-R17-C12
6,31500001,77000000,3,1.0234888,2.0112919,2.0,SA501X4XB00794-A90703ABC-R17-C12
6,77000001,94500000,4,1.4131098,2.776949,3.0,SA501X4XB00794-A90703ABC-R17-C12
6,94500001,135500000,6,2.3866559,4.6900968,5.0,SA501X4XB00794-A90703ABC-R17-C12
6,135500001,158000000,5,2.0215516,3.9726181,4.0,SA501X4XB00794-A90703ABC-R17-C12
6,158000001,171500000,2,0.5154539,1.0129357,1.0,SA501X4XB00794-A90703ABC-R17-C12
7,1,132500000,3,0.996596,1.9584439,2.0,SA501X4XB00794-A90703ABC-R17-C12
7,132500001,159500000,2,0.5351148,1.0515719,1.0,SA501X4XB00794-A90703ABC-R17-C12
8,1,68000000,2,0.4597022,0.903376,1.0,SA501X4XB00794-A90703ABC-R17-C12
8,68000001,78000000,7,3.5216686,6.9205479,7.0,SA501X4XB00794-A90703ABC-R17-C12
8,78000001,90500000,3,1.059366,2.0817953,2.0,SA501X4XB00794-A90703ABC-R17-C12
8,90500001,100500000,2,0.555855,1.0923291,1.0,SA501X4XB00794-A90703ABC-R17-C12
8,100500001,146500000,4,1.5586075,3.0628712,3.0,SA501X4XB00794-A90703ABC-R17-C12
9,1,141500000,3,1.0826925,2.127635,2.0,SA501X4XB00794-A90703ABC-R17-C12
